"oid","sex","length","diameter","height","whole","whucked","viscera","shell","rings"
"1716","M","0.645","0.485","0.15","1.2215","0.5695","0.2735","0.33","9"
"1717","F","0.645","0.48","0.19","1.371","0.6925","0.2905","0.35","12"
"1718","F","0.65","0.495","0.155","1.337","0.615","0.3195","0.335","9"
"1719","M","0.65","0.505","0.19","1.274","0.59","0.23","0.391","11"
"1720","M","0.65","0.525","0.185","1.488","0.665","0.337","0.378","11"
"1721","M","0.65","0.51","0.16","1.3835","0.6385","0.2905","0.3665","9"
"1722","M","0.655","0.55","0.18","1.274","0.586","0.281","0.365","10"
"1723","F","0.655","0.51","0.15","1.043","0.4795","0.223","0.305","9"
"1724","F","0.655","0.505","0.19","1.3485","0.5935","0.2745","0.425","12"
"1725","F","0.655","0.505","0.195","1.4405","0.688","0.3805","0.363","11"
"1726","M","0.66","0.5","0.165","1.3195","0.667","0.269","0.341","9"
"1727","F","0.66","0.535","0.175","1.5175","0.711","0.3125","0.415","12"
"1728","M","0.66","0.53","0.195","1.5505","0.6505","0.3295","0.495","10"
"1729","M","0.66","0.51","0.165","1.6375","0.7685","0.3545","0.3925","14"
"1730","M","0.665","0.525","0.175","1.443","0.6635","0.3845","0.353","11"
"1731","M","0.665","0.505","0.16","1.289","0.6145","0.253","0.3665","11"
"1732","F","0.665","0.505","0.16","1.2915","0.631","0.2925","0.32","11"
"1733","M","0.665","0.52","0.175","1.3725","0.606","0.32","0.395","12"
"1734","M","0.665","0.5","0.175","1.2975","0.6075","0.314","0.315","9"
"1735","M","0.67","0.505","0.16","1.2585","0.6255","0.311","0.308","12"
"1736","M","0.67","0.52","0.165","1.39","0.711","0.2865","0.3","11"
"1737","F","0.67","0.52","0.19","1.32","0.5235","0.3095","0.4275","13"
"1738","F","0.67","0.55","0.155","1.566","0.858","0.339","0.354","10"
"1739","F","0.67","0.54","0.195","1.619","0.74","0.3305","0.465","11"
"1740","M","0.675","0.525","0.16","1.2835","0.572","0.2755","0.3545","13"
"1741","F","0.675","0.51","0.195","1.382","0.6045","0.3175","0.3965","10"
"1742","M","0.68","0.52","0.195","1.4535","0.592","0.391","0.4125","10"
"1743","F","0.68","0.51","0.2","1.6075","0.714","0.339","0.4705","11"
"1744","M","0.685","0.52","0.15","1.3735","0.7185","0.293","0.32","11"
"1745","F","0.685","0.565","0.175","1.638","0.7775","0.375","0.438","11"
"1746","F","0.69","0.55","0.2","1.569","0.687","0.3675","0.46","12"
"1747","M","0.7","0.565","0.175","1.8565","0.8445","0.3935","0.54","10"
"1748","F","0.7","0.535","0.175","1.773","0.6805","0.48","0.512","15"
"1749","F","0.705","0.545","0.17","1.58","0.6435","0.4565","0.265","11"
"1750","M","0.71","0.575","0.215","2.009","0.9895","0.4475","0.502","11"
"1751","F","0.71","0.57","0.195","1.9805","0.9925","0.4925","0.48","12"
"1752","F","0.71","0.54","0.205","1.5805","0.802","0.287","0.435","10"
"1753","M","0.71","0.56","0.22","2.015","0.9215","0.454","0.566","11"
"1754","M","0.72","0.57","0.2","1.8275","0.919","0.366","0.485","10"
"1755","M","0.72","0.55","0.205","2.125","1.1455","0.4425","0.511","13"
"1756","F","0.72","0.525","0.18","1.445","0.631","0.3215","0.435","7"
"1757","F","0.725","0.565","0.21","2.1425","1.03","0.487","0.503","14"
"1758","F","0.73","0.56","0.19","1.9425","0.799","0.5195","0.5655","11"
"1759","M","0.735","0.59","0.215","1.747","0.7275","0.403","0.557","11"
"1760","F","0.74","0.565","0.205","2.119","0.9655","0.5185","0.482","12"
"1761","F","0.75","0.565","0.215","1.938","0.7735","0.4825","0.575","11"
"1762","M","0.75","0.595","0.205","2.2205","1.083","0.421","0.63","12"
"1763","M","0.77","0.62","0.195","2.5155","1.1155","0.6415","0.642","12"
"1764","M","0.775","0.63","0.25","2.7795","1.3485","0.76","0.578","12"
"1765","I","0.275","0.175","0.09","0.2315","0.096","0.057","0.0705","5"
"1766","I","0.375","0.245","0.1","0.394","0.166","0.091","0.1125","6"
"1767","F","0.375","0.27","0.135","0.597","0.272","0.131","0.1675","7"
"1768","M","0.39","0.28","0.125","0.564","0.3035","0.0955","0.143","7"
"1769","I","0.435","0.3","0.12","0.5965","0.259","0.139","0.1645","8"
"1770","M","0.445","0.32","0.12","0.414","0.199","0.09","0.117","7"
"1771","I","0.455","0.335","0.105","0.422","0.229","0.0865","0.1","6"
"1772","I","0.455","0.325","0.135","0.82","0.4005","0.1715","0.211","8"
"1773","I","0.455","0.345","0.11","0.434","0.207","0.0855","0.1215","8"
"1774","I","0.465","0.325","0.14","0.7615","0.362","0.1535","0.209","10"
"1775","M","0.465","0.36","0.115","0.5795","0.295","0.1395","0.12","7"
"1776","I","0.485","0.365","0.105","0.5205","0.195","0.123","0.182","8"
"1777","M","0.485","0.37","0.155","0.968","0.419","0.2455","0.2365","9"
"1778","I","0.485","0.345","0.16","0.869","0.3085","0.185","0.319","9"
"1779","F","0.49","0.355","0.16","0.8795","0.3485","0.215","0.2825","8"
"1780","M","0.5","0.37","0.15","1.0615","0.494","0.223","0.296","9"
"1781","M","0.515","0.35","0.155","0.9225","0.4185","0.198","0.273","9"
"1782","M","0.515","0.395","0.135","1.007","0.472","0.2495","0.252","8"
"1783","M","0.525","0.365","0.17","0.9605","0.438","0.2225","0.276","10"
"1784","M","0.525","0.38","0.125","0.65","0.303","0.155","0.159","7"
"1785","M","0.53","0.41","0.14","0.7545","0.3495","0.1715","0.2105","8"
"1786","F","0.535","0.425","0.135","0.771","0.3765","0.1815","0.1795","8"
"1787","I","0.535","0.385","0.18","1.0835","0.4955","0.2295","0.304","8"
"1788","I","0.545","0.42","0.165","0.8935","0.4235","0.2195","0.228","8"
"1789","F","0.545","0.415","0.2","1.358","0.567","0.318","0.403","10"
"1790","F","0.545","0.385","0.15","1.1185","0.5425","0.2445","0.2845","9"
"1791","F","0.55","0.38","0.165","1.205","0.543","0.294","0.3345","10"
"1792","M","0.55","0.42","0.16","1.3405","0.6325","0.311","0.344","10"
"1793","M","0.57","0.455","0.175","1.02","0.4805","0.2145","0.29","9"
"1794","M","0.575","0.44","0.185","1.025","0.5075","0.2245","0.2485","10"
"1795","I","0.575","0.45","0.13","0.8145","0.403","0.1715","0.213","10"
"1796","F","0.58","0.43","0.17","1.48","0.6535","0.324","0.4155","10"
"1797","M","0.585","0.455","0.145","0.953","0.3945","0.2685","0.258","10"
"1798","I","0.585","0.45","0.15","0.8915","0.3975","0.2035","0.253","8"
"1799","M","0.6","0.495","0.175","1.3005","0.6195","0.284","0.3285","11"
"1800","M","0.6","0.465","0.165","1.038","0.4975","0.2205","0.251","9"
"1801","M","0.605","0.475","0.175","1.2525","0.5575","0.3055","0.343","9"
"1802","M","0.605","0.475","0.15","1.13","0.575","0.232","0.297","10"
"1803","F","0.61","0.475","0.15","1.1135","0.5195","0.2575","0.3005","11"
"1804","F","0.615","0.455","0.145","1.1155","0.5045","0.238","0.315","10"
"1805","M","0.62","0.47","0.145","1.0865","0.511","0.2715","0.2565","10"
"1806","M","0.625","0.495","0.175","1.254","0.5815","0.286","0.3185","9"
"1807","M","0.625","0.49","0.185","1.169","0.5275","0.2535","0.344","11"
"1808","M","0.635","0.495","0.195","1.172","0.445","0.3115","0.3475","11"
"1809","F","0.635","0.475","0.15","1.1845","0.533","0.307","0.291","10"
"1810","F","0.64","0.475","0.14","1.0725","0.4895","0.2295","0.31","8"
"1811","M","0.645","0.5","0.16","1.3815","0.672","0.326","0.315","9"
"1812","M","0.65","0.525","0.19","1.6125","0.777","0.3685","0.3965","11"
"1813","M","0.65","0.485","0.16","1.7395","0.5715","0.2785","0.3075","10"
"1814","F","0.655","0.52","0.2","1.5475","0.713","0.314","0.466","9"
"1815","M","0.655","0.545","0.19","1.4245","0.6325","0.333","0.378","10"
"1816","F","0.665","0.515","0.185","1.3405","0.5595","0.293","0.4375","11"
"1817","F","0.675","0.53","0.175","1.4465","0.6775","0.33","0.389","10"
"1818","F","0.685","0.535","0.175","1.5845","0.7175","0.3775","0.4215","9"
"1819","F","0.695","0.55","0.185","1.679","0.805","0.4015","0.3965","10"
"1820","M","0.695","0.53","0.19","1.726","0.7625","0.436","0.455","11"
"1821","F","0.705","0.545","0.18","1.5395","0.6075","0.3675","0.4645","13"
"1822","F","0.72","0.55","0.195","2.073","1.0715","0.4265","0.5015","9"
"1823","M","0.72","0.56","0.18","1.5865","0.691","0.375","0.4425","11"
"1824","M","0.73","0.575","0.21","2.069","0.9285","0.409","0.643","11"
"1825","I","0.185","0.135","0.04","0.027","0.0105","0.0055","0.009","5"
"1826","I","0.24","0.18","0.055","0.0555","0.0235","0.013","0.018","4"
"1827","I","0.31","0.215","0.075","0.1275","0.0565","0.0275","0.036","7"
"1828","I","0.34","0.26","0.085","0.1885","0.0815","0.0335","0.06","6"
"1829","I","0.35","0.265","0.08","0.2015","0.09","0.042","0.06","7"
"1830","I","0.365","0.27","0.085","0.197","0.0815","0.0325","0.065","6"
"1831","I","0.365","0.275","0.085","0.223","0.098","0.0375","0.075","7"
"1832","I","0.365","0.27","0.075","0.2215","0.095","0.0445","0.07","6"
"1833","I","0.39","0.31","0.105","0.2665","0.1185","0.0525","0.081","8"
"1834","I","0.405","0.3","0.09","0.269","0.103","0.067","0.11","6"
"1835","I","0.41","0.315","0.095","0.2805","0.114","0.0345","0.11","7"
"1836","I","0.41","0.335","0.105","0.3305","0.1405","0.064","0.105","7"
"1837","I","0.415","0.31","0.09","0.2815","0.1245","0.0615","0.085","6"
"1838","I","0.415","0.31","0.1","0.2805","0.114","0.0565","0.0975","6"
"1839","I","0.415","0.31","0.095","0.311","0.1125","0.0625","0.115","8"
"1840","I","0.42","0.325","0.1","0.368","0.1675","0.0625","0.1135","11"
"1841","I","0.43","0.34","0.1","0.3405","0.1395","0.0665","0.12","8"
"1842","I","0.435","0.335","0.1","0.3245","0.135","0.0785","0.098","7"
"1843","I","0.435","0.33","0.11","0.38","0.1515","0.0945","0.11","7"
"1844","I","0.435","0.33","0.105","0.335","0.156","0.0555","0.105","8"
"1845","I","0.435","0.345","0.12","0.3215","0.13","0.056","0.1185","7"
"1846","I","0.445","0.33","0.11","0.358","0.1525","0.067","0.1185","8"
"1847","I","0.465","0.37","0.11","0.445","0.1635","0.096","0.166","7"
"1848","I","0.47","0.375","0.12","0.4645","0.196","0.099","0.135","8"
"1849","I","0.475","0.34","0.105","0.4535","0.203","0.08","0.1465","9"
"1850","I","0.485","0.385","0.13","0.568","0.2505","0.178","0.154","7"
"1851","I","0.485","0.36","0.12","0.5155","0.2465","0.1025","0.147","8"
"1852","I","0.485","0.37","0.115","0.457","0.1885","0.0965","0.15","9"
"1853","I","0.495","0.38","0.135","0.5095","0.2065","0.1125","0.165","8"
"1854","I","0.495","0.38","0.145","0.5","0.205","0.148","0.1505","8"
"1855","I","0.495","0.375","0.14","0.494","0.181","0.0975","0.191","8"
"1856","I","0.5","0.38","0.11","0.5605","0.28","0.106","0.15","9"
"1857","I","0.505","0.405","0.13","0.599","0.2245","0.1175","0.225","11"
"1858","I","0.505","0.4","0.145","0.7045","0.334","0.1425","0.207","8"
"1859","F","0.51","0.4","0.12","0.7005","0.347","0.1105","0.2","10"
"1860","I","0.515","0.415","0.135","0.7125","0.285","0.152","0.155","10"
"1861","I","0.515","0.42","0.15","0.6725","0.2555","0.1335","0.235","10"
"1862","M","0.515","0.385","0.11","0.5785","0.253","0.16","0.14","8"
"1863","I","0.52","0.41","0.11","0.5185","0.2165","0.0915","0.184","8"
"1864","I","0.52","0.415","0.14","0.6375","0.308","0.1335","0.168","9"
"1865","I","0.52","0.395","0.125","0.5805","0.2445","0.146","0.165","9"
"1866","I","0.52","0.38","0.115","0.6645","0.3285","0.17","0.1425","7"
"1867","I","0.52","0.385","0.115","0.581","0.2555","0.156","0.143","10"
"1868","I","0.525","0.415","0.12","0.596","0.2805","0.12","0.1695","9"
"1869","I","0.525","0.405","0.145","0.6965","0.3045","0.1535","0.21","8"
"1870","I","0.525","0.4","0.145","0.6095","0.248","0.159","0.175","9"
"1871","I","0.53","0.43","0.14","0.677","0.298","0.0965","0.23","8"
"1872","I","0.53","0.43","0.16","0.7245","0.321","0.1275","0.24","9"
"1873","I","0.53","0.395","0.13","0.575","0.247","0.115","0.183","9"
"1874","I","0.53","0.405","0.12","0.632","0.2715","0.148","0.1875","9"
"1875","I","0.535","0.455","0.14","1.0015","0.53","0.1765","0.244","9"
"1876","F","0.54","0.425","0.16","0.9455","0.3675","0.2005","0.295","9"
"1877","I","0.54","0.395","0.135","0.6555","0.2705","0.155","0.192","9"
"1878","I","0.54","0.39","0.125","0.6255","0.2525","0.158","0.19","8"
"1879","I","0.545","0.425","0.14","0.8145","0.305","0.231","0.244","10"
"1880","I","0.545","0.43","0.14","0.687","0.2615","0.1405","0.25","9"
"1881","I","0.55","0.435","0.14","0.7995","0.295","0.1905","0.238","10"
"1882","I","0.55","0.45","0.13","0.804","0.3375","0.1405","0.23","6"
"1883","M","0.555","0.435","0.14","0.7495","0.341","0.1645","0.214","8"
"1884","M","0.555","0.41","0.125","0.599","0.2345","0.1465","0.194","8"
"1885","M","0.555","0.4","0.13","0.7075","0.332","0.1585","0.18","7"
"1886","I","0.555","0.45","0.175","0.738","0.304","0.1755","0.22","9"
"1887","M","0.555","0.455","0.135","0.837","0.382","0.171","0.235","9"
"1888","I","0.56","0.445","0.165","0.832","0.3455","0.179","0.279","9"
"1889","F","0.565","0.445","0.125","0.8305","0.3135","0.1785","0.23","11"
"1890","M","0.565","0.415","0.125","0.667","0.302","0.1545","0.185","7"
"1891","M","0.565","0.455","0.155","0.9355","0.421","0.183","0.26","11"
"1892","I","0.565","0.435","0.145","0.8445","0.3975","0.158","0.255","9"
"1893","M","0.565","0.45","0.16","0.895","0.415","0.195","0.246","9"
"1894","I","0.565","0.46","0.155","0.8715","0.3755","0.215","0.25","10"
"1895","M","0.57","0.46","0.155","1.0005","0.454","0.205","0.265","11"
"1896","M","0.57","0.455","0.155","0.832","0.3585","0.174","0.277","11"
"1897","M","0.57","0.44","0.175","0.9415","0.3805","0.2285","0.283","9"
"1898","M","0.57","0.415","0.13","0.88","0.4275","0.1955","0.238","13"
"1899","F","0.57","0.44","0.12","0.803","0.382","0.1525","0.234","9"
"1900","M","0.575","0.45","0.13","0.785","0.318","0.193","0.2265","9"
"1901","M","0.575","0.45","0.155","0.9765","0.495","0.2145","0.235","9"
"1902","M","0.575","0.435","0.135","0.992","0.432","0.2225","0.239","10"
"1903","M","0.575","0.455","0.155","1.013","0.4685","0.2085","0.295","11"
"1904","M","0.575","0.445","0.145","0.876","0.3795","0.1615","0.27","10"
"1905","F","0.575","0.465","0.175","1.099","0.4735","0.202","0.35","9"
"1906","I","0.575","0.45","0.135","0.8715","0.45","0.162","0.225","10"
"1907","I","0.575","0.45","0.135","0.8245","0.3375","0.2115","0.239","11"
"1908","F","0.575","0.43","0.155","0.7955","0.3485","0.1925","0.22","9"
"1909","M","0.575","0.475","0.145","0.857","0.3665","0.173","0.269","9"
"1910","F","0.58","0.45","0.195","0.8265","0.4035","0.173","0.225","9"
"1911","F","0.58","0.5","0.165","0.925","0.37","0.185","0.275","10"
"1912","M","0.58","0.44","0.15","1.0465","0.518","0.2185","0.2795","10"
"1913","I","0.58","0.44","0.145","0.7905","0.3525","0.1645","0.242","10"
"1914","M","0.58","0.44","0.16","0.8295","0.3365","0.2005","0.2485","9"
"1915","M","0.595","0.455","0.15","0.886","0.4315","0.201","0.223","10"
"1916","F","0.6","0.47","0.135","0.97","0.4655","0.1955","0.264","11"
"1917","M","0.6","0.46","0.17","1.1805","0.456","0.337","0.329","11"
"1918","M","0.6","0.475","0.15","0.99","0.386","0.2195","0.3105","10"
"1919","F","0.6","0.465","0.16","1.133","0.466","0.2885","0.298","11"
"1920","I","0.605","0.49","0.165","1.071","0.482","0.1935","0.352","10"
"1921","F","0.605","0.455","0.145","0.862","0.334","0.1985","0.3","9"
"1922","M","0.605","0.47","0.18","1.1155","0.479","0.2565","0.321","10"
"1923","M","0.61","0.48","0.14","1.031","0.4375","0.2615","0.27","8"
"1924","F","0.61","0.46","0.145","0.9335","0.478","0.2945","0.2985","10"
"1925","F","0.61","0.46","0.155","0.957","0.4255","0.1975","0.265","8"
"1926","F","0.61","0.47","0.165","1.1785","0.566","0.2785","0.294","11"
"1927","M","0.615","0.47","0.145","1.0285","0.4435","0.2825","0.285","11"
"1928","M","0.615","0.47","0.15","1.0875","0.4975","0.283","0.2685","9"
"1929","F","0.615","0.495","0.16","1.255","0.5815","0.3195","0.3225","12"
"1930","M","0.615","0.495","0.2","1.219","0.564","0.227","0.3885","10"
"1931","M","0.62","0.49","0.16","1.035","0.44","0.2525","0.285","11"
"1932","M","0.62","0.49","0.15","1.195","0.4605","0.302","0.355","9"
"1933","F","0.62","0.495","0.17","1.062","0.372","0.213","0.34","11"
"1934","M","0.62","0.495","0.195","1.5145","0.579","0.346","0.5195","15"
"1935","M","0.62","0.47","0.15","1.309","0.587","0.4405","0.325","9"
"1936","M","0.62","0.485","0.155","1.0295","0.425","0.2315","0.335","12"
"1937","M","0.625","0.495","0.155","1.0485","0.487","0.212","0.3215","11"
"1938","M","0.625","0.515","0.17","1.331","0.5725","0.3005","0.361","9"
"1939","M","0.625","0.505","0.185","1.1565","0.52","0.2405","0.3535","10"
"1940","F","0.625","0.445","0.16","1.09","0.46","0.2965","0.304","11"
"1941","F","0.625","0.52","0.18","1.354","0.4845","0.351","0.375","11"
"1942","F","0.625","0.47","0.145","0.984","0.475","0.2","0.265","11"
"1943","M","0.63","0.49","0.155","1.2525","0.63","0.246","0.289","9"
"1944","F","0.635","0.485","0.165","1.2695","0.5635","0.3065","0.3395","11"
"1945","F","0.635","0.52","0.165","1.3405","0.5065","0.296","0.412","11"
"1946","F","0.635","0.505","0.155","1.2895","0.594","0.314","0.345","11"
"1947","M","0.635","0.525","0.16","1.195","0.5435","0.246","0.335","12"
"1948","M","0.635","0.5","0.165","1.273","0.6535","0.213","0.365","12"
"1949","M","0.635","0.515","0.165","1.229","0.5055","0.2975","0.3535","10"
"1950","M","0.64","0.53","0.165","1.1895","0.4765","0.3","0.35","11"
"1951","F","0.64","0.48","0.145","1.1145","0.508","0.24","0.34","10"
"1952","F","0.64","0.515","0.165","1.3115","0.4945","0.2555","0.41","10"
"1953","I","0.64","0.49","0.135","1.1","0.488","0.2505","0.2925","10"
"1954","M","0.64","0.49","0.155","1.1285","0.477","0.269","0.34","9"
"1955","F","0.64","0.485","0.185","1.4195","0.6735","0.3465","0.3255","11"
"1956","F","0.645","0.51","0.18","1.6195","0.7815","0.322","0.4675","12"
"1957","M","0.645","0.49","0.175","1.32","0.6525","0.2375","0.3385","11"
"1958","F","0.645","0.52","0.21","1.5535","0.616","0.3655","0.474","16"
"1959","I","0.65","0.52","0.15","1.238","0.5495","0.296","0.3005","10"
"1960","F","0.65","0.51","0.155","1.189","0.483","0.278","0.3645","13"
"1961","F","0.65","0.51","0.185","1.375","0.531","0.384","0.3985","10"
"1962","F","0.655","0.515","0.18","1.412","0.6195","0.2485","0.497","11"
"1963","F","0.655","0.525","0.175","1.348","0.5855","0.2605","0.394","10"
"1964","M","0.655","0.52","0.17","1.1445","0.53","0.223","0.348","9"
"1965","F","0.66","0.535","0.205","1.4415","0.5925","0.2775","0.49","10"
"1966","M","0.66","0.51","0.175","1.218","0.5055","0.303","0.37","11"
"1967","F","0.665","0.5","0.15","1.2475","0.4625","0.2955","0.3595","10"
"1968","M","0.665","0.515","0.2","1.2695","0.5115","0.2675","0.436","12"
"1969","M","0.665","0.525","0.18","1.429","0.6715","0.29","0.4","12"
"1970","F","0.67","0.53","0.205","1.4015","0.643","0.2465","0.416","12"
"1971","M","0.675","0.515","0.15","1.312","0.556","0.2845","0.4115","11"
"1972","F","0.675","0.51","0.185","1.473","0.6295","0.3025","0.4245","11"
"1973","M","0.68","0.54","0.19","1.623","0.7165","0.354","0.4715","12"
"1974","M","0.68","0.54","0.155","1.534","0.671","0.379","0.384","10"
"1975","M","0.685","0.535","0.155","1.3845","0.6615","0.2145","0.4075","10"
"1976","M","0.69","0.55","0.18","1.6915","0.6655","0.402","0.5","11"
"1977","M","0.695","0.545","0.185","1.5715","0.6645","0.3835","0.4505","13"
"1978","F","0.7","0.575","0.205","1.773","0.605","0.447","0.538","13"
"1979","M","0.7","0.55","0.175","1.4405","0.6565","0.2985","0.375","12"
"1980","M","0.7","0.55","0.195","1.6245","0.675","0.347","0.535","13"
"1981","F","0.705","0.535","0.22","1.866","0.929","0.3835","0.4395","10"
"1982","F","0.72","0.575","0.18","1.6705","0.732","0.3605","0.501","12"
"1983","M","0.72","0.565","0.19","2.081","1.0815","0.4305","0.503","11"
"1984","F","0.725","0.57","0.205","1.6195","0.744","0.315","0.488","11"
"1985","F","0.75","0.55","0.195","1.8325","0.83","0.366","0.44","11"
"1986","M","0.76","0.605","0.215","2.173","0.801","0.4915","0.646","13"
"1987","I","0.135","0.13","0.04","0.029","0.0125","0.0065","0.008","4"
"1988","I","0.16","0.11","0.025","0.0195","0.0075","0.005","0.006","4"
